content,category
"Toyota, Honda Việt Nam triệu hồi hàng ngàn xe dính lỗi bơm nhiên liệu TTO - Từ ngày 4 và 5-5, Toyota và Honda lần lượt triệu hồi hàng ngàn chiếc ôtô tại thị trường Việt Nam do liên quan đến lỗi hệ thống bơm nhiên liệu, nguy cơ có thể xe không khởi động được hoặc bị chết máy. được sản xuất từ ngày 17-7-2018 đến ngày 28-6-2019, do Toyota Việt Nam nhập khẩu và phân phối chính thức tại thị trường Việt Nam. 8.626 chiếc; 3.624 chiếc Civic; CR-V là 10.687 chiếc; HR-V là 3.630 chiếc; Jazz 630 chiếc; Accord 442 chiếc. Những mẫu xe này được sản xuất trong năm 2019. Trong số gần 28.000 xe bị lỗi, có 19.014 chiếc lắp ráp trong nước, còn lại nhập khẩu Thái Lan. có độ cứng bề mặt thấp, hoặc bị sấy hóa chất với thời gian dài trong quá trình sản xuất, có thể dẫn đến nứt bề mặt trên của cánh bơm. Điều này dẫn tới cánh bơm bị thẩm thấu nhiên liệu nhiều hơn và cánh bơm có thể bị biến dạng. Trong một số trường hợp, cánh bơm có thể bị biến dạng đến mức chạm vào thân bơm, làm bơm xăng không hoạt động. Hiện tượng bơm xăng không hoạt động được do nguyên nhân trên có thể dẫn đến việc nổi đèn báo lỗi và các thông tin cảnh báo trên bảng táplô, động cơ bị rung giật, không khởi động được hoặc xe bị chết máy khi đang chạy ở tốc độ thấp. Tuy nhiên, trong một vài trường hợp đặc biệt, xe cũng có thể bị chết máy khi đang chạy ở tốc độ cao, làm tăng nguy cơ xảy ra va chạm. Tương tự, Honda cũng cho biết l ỗi liên quan đến bơm nhiên liệu được lắp trong các xe có thể chứa cánh bơm bị lỗi, theo thời gian bơm có thể bị nứt, biến dạng khiến động cơ không khởi động được hoặc chết máy. Hiện tại, chưa ghi nhận trường hợp mất an toàn do lỗi bơm nhiên liệu nào xảy ra trên thị trường Việt Nam. Các chủ phương tiện được khuyến cáo đưa xe đến các đại lý để kiểm tra xe có trong diện triệu hồi hay không.",Thể thao
"Tiến Linh ghi bàn trở lại, B.Bình Dương vùi dập Hải Phòng 5-0 TTO - Tối 11-6, tiền đạo Nguyễn Tiến Linh đã ghi bàn trở lại, qua đó giúp chủ nhà B.Bình Dương thắng đậm Hải Phòng 5-0 ở vòng 4 V-League 2020. Đây là bàn thắng đầu tiên của Tiến Linh mùa này sau 4 trận tịt ngòi ở cả V-League lẫn Cúp quốc gia. Hồ Tấn Tài đánh đầu ghi bàn từ tình huống đá phạt góc. Phút 21, đến lượt Tiến Linh ghi bàn nâng tỉ số lên 2-0. Đã lâu không ghi bàn, Tiến Linh đã ăn mừng khá lạ với ngón tay để lên môi. hủ môn Nguyễn Văn Toản mắc sai lầm vồ hụt bóng khi truy cản ở gần biên phải đã nhận bóng, rồi xoay người sút ghi bàn nâng tỉ số lên 3-0. Vào hiệp hai, Tiến Linh tiếp tục thi đấu nổi bật để góp phần trong bàn thắng nâng tỉ số lên 4-0 của đội nhà ở phút 77. Anh đi bóng tốc độ, rồi đẩy bóng cho đội trưởng Tô Văn Vũ thoát xuống biên chuyền ngang cho Sỹ Giáp đệm bóng vào lưới trống. Phát biểu sau trận đấu, HLV Nguyễn Thanh Sơn đã dành lời khen cho các học trò sau chiến thắng, đặc biệt là với tiền đạo Tiến Linh. Ông nói: ""Tôi xin chúc mừng các học trò. Họ đã thi đấu tốt trên sân nhà để giành chiến thắng nhằm cải thiện thứ hạng. Tiến Linh đã thi đấu tốt trong trận đấu này. Những trận vừa qua, anh ấy rất bứt rứt khi không thể ghi bàn. Tôi đã động viên anh ấy. Và kết quả là Tiến Linh đã lấy lại được phong độ của mình khi ghi bàn trong trận đấu này"".",Thể thao
"Vòng loại World Cup 2022: Ai là thủ môn số 1 đội tuyển Việt Nam? TTO - Tuy đang có 5 thủ môn cho ba trận còn lại của vòng loại thứ 2 World Cup 2022 nhưng dường như vẫn chưa có ai để HLV Park Hang Seo đặt niềm tin cho vị trí số 1 trong khung gỗ. Dù vậy, cạnh tranh cho vị trí thủ môn số 1 của tuyển Việt Nam gần như chỉ xoay quanh hai cái tên: Đặng Văn Lâm và Bùi Tấn Trường.",Thể thao
"Bóng đá Việt Nam: Dồn sức cho đấu trường World Cup TTO - Hôm nay (7-5), đội tuyển VN sẽ tập trung để chuẩn bị cho vòng loại thứ 2 World Cup 2022 với mục tiêu lần đầu tiên có mặt tại vòng loại thứ 3. LĐBĐVN (VFF) cho biết đã chuẩn bị những gì tốt nhất cho hai đội tuyển quốc gia để thực hiện mục tiêu quan trọng ở đấu trường World Cup. Bamboo Airways.",Thể thao
"Giao hữu tuyển VN - tuyển U22 VN: Ông Park sẽ đóng vai quan sát TTO - Hôm nay (22-12), HLV Park Hang Seo và các tuyển thủ ở đội tuyển quốc gia VN và tuyển U22 VN sẽ đến Quảng Ninh. Theo kế hoạch, lúc 18h ngày 23-12, hai đội tuyển sẽ có trận giao hữu đầu tiên trên SVĐ Cẩm Phả. Điều đáng tiếc là tiền vệ trẻ Hai Long (CLB Than Quảng Ninh) sau khi được triệu tập lên đội tuyển VN đã không thể tham gia trận giao hữu tại quê nhà. HLV cho biết Hai Long bị chấn thương từ khi còn thi đấu cho CLB Than Quảng Ninh. Khi lên tập trung đội tuyển VN anh đã được kiểm tra và sau đó được cho đi phẫu thuật. Ngày 10-12 vừa qua, Hai Long đã thực hiện ca phẫu thuật sụn chêm thành công tại TP.HCM và dự kiến sẽ trở lại với bóng đá sau 3-4 tháng nữa.",Thể thao
"Bảng G vòng loại thứ 2 World Cup 2022: Tuyển Việt Nam ổn định, các đối thủ biến động TTO - Trước ngày 15-3, LĐBĐ châu Á (AFC) sẽ công bố Thái Lan hoặc UAE là chủ nhà của các trận đấu còn lại bảng G. Dù quốc gia nào đăng cai đi nữa, cục diện bảng đấu sẽ rất khó lường bởi sự biến động không ngừng của các đội tuyển trong thời gian qua. Hơn một năm qua, tuyển UAE là đội có nhiều biến động nhất khi lần lượt sa thải HLV Bert van Marwijk, Jovanovic rồi Jorge Luis Pinto. Điều đặc biệt là hai HLV Jovanovic và Pinto mất việc mà chưa dẫn dắt đội tuyển UAE một trận đấu chính thức nào. Đến cuối năm 2020, UAE gây bất ngờ khi quyết định mời lại ""người cũ"" Bert van Marwijk để chuẩn bị các trận đấu còn lại của vòng loại thứ 2 World Cup 2022. Đi một vòng lớn rồi trở lại với HLV Bert van Marwijk, UAE cho thấy họ thiếu niềm tin kiên định và bản thân liên đoàn bóng đá nước này dường như cũng không đủ tự tin để giành vé đi tiếp. lối chơi của đội. Thái Lan gặp khó khăn.",Thể thao
"Những điều cần biết về Euro 2020 TTO - Còn khoảng 20 ngày nữa, vòng chung kết Euro 2020 sẽ chính thức khai mạc. Tuổi Trẻ gửi đến bạn đọc những thông tin về Euro 2020. có sự tham dự của 24 đội bóng. Giải năm nay không có nước chủ nhà cụ thể mà sẽ diễn ra ở 11 thành phố khác nhau trên toàn châu Âu. + Các thành phố: Munich (Đức), Baku (Azerbaijan), Saint Petersburg (Nga), Rome (Ý) đăng cai vòng bảng và tứ kết. Đội giành quyền dự vòng chung kết Euro 2020 sẽ nhận được 9,25 triệu euro. Ở vòng bảng, mỗi chiến thắng sẽ giúp các đội bỏ túi thêm 1,5 triệu euro. Trận hòa được thưởng 750.000 euro.",Thể thao
"Tiến Minh suýt gây 'sốc' trước tay vợt số 1 thế giới TTO - Ngày 27-4, Nguyễn Tiến Minh suýt gây được bất ngờ trong trận thua 0-2 trước tay vợt số 1 thế giới Kento Momota ở bán kết đơn nam Giải cầu lông vô địch châu Á 2019 tại Trung Quốc.",Thể thao
"Đánh bại tay vợt Trung Quốc, Tiến Minh vào tứ kết Giải Việt Nam mở rộng TTO – Ngày 12-9, Nguyễn Tiến Minh đã thắng 2-0 trước đối thủ người Trung Quốc Li Shi Feng ở vòng ba đơn nam Giải cầu lông quốc tế Việt Nam mở rộng 2019 tại nhà thi đấu Nguyễn Du (TP.HCM). Cuộc so tài giữa Tiến Minh và Li Shi Feng giằng co gần một giờ đồng hồ trong tiếng hò reo cổ vũ cuồng nhiệt của khán giả trên sân.",Thể thao
"Ấn Độ yêu cầu mạng xã hội gỡ cụm từ 'biến thể Ấn Độ' TTO - Bộ Công nghệ thông tin (IT) Ấn Độ yêu cầu tất cả công ty mạng xã hội gỡ bỏ tất cả nội dung nào đề cập đến cụm từ ""biến thể Ấn Độ"" của virus corona. Theo Hãng tin Reuters, trong thư gửi các công ty mạng xã hội ngày 21-5, Bộ Công nghệ thông tin Ấn Độ đã yêu cầu các công ty này ""gỡ bỏ tất cả nội dung"" đề cập đến cụm từ ""biến thể Ấn Độ"" (Indian variant) của virus corona.",Công nghệ
Cảnh sát Ấn Độ 'cảnh báo' Công ty Twitter TTO - Tổ cảnh sát chống tội phạm đặc biệt đột kích văn phòng Công ty Twitter tại thủ đô New Delhi sau khi Twitter gắn nhãn “truyền thông bị thao túng” lên các tweet của thành viên đảng cầm quyền BJP.,Công nghệ
Google bỏ cookie theo dõi người dùng là để 'làm trùm' quảng cáo? TTO - Gã khổng lồ công nghệ của Mỹ thông báo sẽ ngưng theo dõi hoạt động trên mạng của người dùng khi áp dụng hệ thống quảng cáo theo lối mới. Giới truyền thông châu Âu sợ bị Google chiếm lĩnh thị trường quảng cáo mạng.,Công nghệ
"Nga ra tối hậu thư với Google: 'Xóa nội dung bất hợp pháp hoặc bị phạt nặng' TTO - Cơ quan giám sát truyền thông và công nghệ thông tin Nga (Roskomnadzor) tuyên bố Google có 24 giờ để xóa các nội dung bất hợp pháp. Nếu không tuân thủ, Google sẽ bị phạt nặng và hạn chế truy cập tại Nga. Cơ quan này cũng cáo buộc Google cố tình hạn chế khả năng truy cập vào trang YouTube của một số báo đài Nga như RT, Sputnik... Cơ quan này kế đó cảnh báo Google sẽ bị phạt từ 800.000 rúp đến 4 triệu rúp (10.800 - 54.000 USD) nếu không hạn chế truy cập vào thông tin bị cấm. Theo Reuters, Roskomnadzor đưa ra thời hạn 24 tiếng để Google hoàn tất việc xóa hoặc hạn chế truy cập các nội dung ""bất hợp pháp"". Nếu tái phạm, Google Nga sẽ bị phạt tới 10% tổng doanh thu hằng năm của công ty. Văn phòng Google tại Nga hồi tuần trước đã đệ đơn kháng cáo, sau khi một tòa án ở Matxcơva buộc công ty này phải mở lại trang YouTube của một doanh nhân Nga đang bị Mỹ trừng phạt. Tài liệu tòa án cũng cho thấy Google kiện Roskomnadzor vì yêu cầu công ty xóa các nội dung ""bất hợp pháp"".",Công nghệ
"‘Dũng sĩ hút bụi’ Dyson chạm ngõ gia đình Việt ""Dũng sĩ hút bụi"" Dyson với công nghệ không túi, không dây, hút trọn bụi mịn, các mảnh vụn lớn từ sàn nhà và cả những ngóc ngách khó chạm tới nhất đã chính thức có mặt tại thị trường Việt Nam. Đó là máy lọc không khí sử dụng bộ lọc HEPA kín, hút các tác nhân ô nhiễm tiềm ẩn gây hại như bụi mịn đường kính cực nhỏ PM0.1, các loại vi khuẩn, virus. Tiếp theo là công nghệ chăm sóc tóc mang tính cách mạng giúp bảo vệ sức khỏe và độ bóng tự nhiên của tóc, giúp người dùng tạo kiểu nhanh chóng và dễ dàng như ngoài tiệm ngay tại nhà. Dyson V11 Absolute có lực hút mạnh nhưng tiếng động cơ lại không đáng kể. Máy sở hữu đầu làm sạch mô-men xoắn mạnh mẽ, lông nylon cứng hoạt động hiệu quả trên các bề mặt thảm và các sợi bằng cacbon, giúp cho sàn cứng của gia chủ trông sạch sẽ, gọn gàng hơn bao giờ hết. Nhờ gọn nhẹ, tiện lợi, dễ dùng lại trông như một ""chàng"" rô-bốt nên máy hút bụi không dây Dyson cũng rất được lòng người già và trẻ nhỏ trong gia đình. Các cụ có thể tự mình dọn dẹp, hút bụi một cách nhẹ nhàng. Trong khi các bé lại có thể làm quen với việc hút bụi, làm việc nhà một cách tự nhiên như đang chơi trò chơi lắp ráp hay chơi rô-bốt. Đặc biệt là các cậu bé sẽ luôn rất thích khi cầm trong tay chiếc máy hút bụi như món đồ chơi của các chàng điệp viên. Giúp mẹ làm việc nhà vui và dễ như trở bàn tay thôi mà!",Công nghệ
"Các mạng xã hội nước ngoài bị buộc đặt cơ sở dữ liệu ở Nga TTO - Các công ty công nghệ nước ngoài phải mở chi nhánh tại Nga, nếu không sẽ bị các biện pháp chế tài hoặc ngăn chặn như cấm cho quảng cáo tại Nga. Còn các mạng xã hội phải đặt cơ sở dữ liệu về người dùng Nga trên lãnh thổ Nga.",Công nghệ
"Bàn phím Logitech mỏng nhất thế giới TTO - Logitech mới giới thiệu bàn phím mỏng nhất thế giới. Với độ dày 9,3mm, bàn phím Illuminated dự kiến sẽ được bán trên thị trường vào tháng mười với giá 80 USD.",Công nghệ
"Juky San hé lộ cách ‘bật’ cảm hứng mùa ‘hát tại nhà’ Một ngành nghề bị ảnh hưởng không ít bởi COVID-19 phải kể đến nghề ca sĩ. Không tụ họp đông người cũng đồng nghĩa với việc không được trình diễn, kết nối. Thế nhưng Juky San - nhân vật truyền cảm hứng của Logitech trong ""Shining In Your Work"" chia sẻ: San không hề nản lòng. Ngược lại cô ca sĩ Gen Z cá tính lại thấy đây là một cơ hội để lan tỏa năng lượng tích cực cho khán giả bằng tiếng hát; khán giả giảm đi sự phân tâm bởi môi trường mà chú tâm lắng nghe, cảm nhận bài hát hơn. Và bài hát Phải Chăng Em Đã Yêu đã được ra đời từ những ngày làm việc ở nhà đó. Ở nhà, ở công ty hay ở bất kỳ đâu bạn đều làm chủ không gian làm việc nhờ vào tính năng silent để bạn gõ gõ, nhấp nhấp theo dòng cảm hứng mà không ảnh hưởng đến ai. Đặc biệt với những bạn ở cùng với ông bà, cha mẹ, thì tính năng silent giúp bạn làm việc đến tối muộn mà không ảnh hưởng giấc ngủ của người nhà.",Công nghệ
"Facebook bỏ chặn các ‘tút’ kêu gọi thủ tướng Ấn Độ từ chức TTO - Mạng xã hội Facebook thoạt tiên chặn không cho cư dân mạng gắn các mã chủ đề (hashtag) kêu gọi Thủ tướng Ấn Độ Narendra Modi từ chức, nhưng sau đó đã rút lại quyết định này.",Công nghệ
"Bốn ông tướng World Cup ở bảng G TTO - Một điều trùng hợp thú vị ở 4 HLV Park Hang Seo (Việt Nam), Shin Tae Yong (Indonesia), Akira Nishino (Thái Lan) và Bert van Marwijk (UAE) là họ đều từng dự World Cup trên cương vị HLV trưởng hoặc trợ lý HLV.",Công nghệ
"Hầu hết người Mỹ không thể phân biệt chatbot và người thật TTO – Trong cuộc nghiên cứu do Pew Research Center thực hiện, chỉ 47% người Mỹ tham gia tự tin rằng họ có thể xác định chatbot mạng xã hội và người thật.",Công nghệ
"Google thay đổi cách tuyển dụng, không bằng cấp cũng có cơ hội TTO - Trong thập kỷ trước, cứ nhắc đến phỏng vấn ở Google, Microsoft là người ta lại trầm trồ vì những câu hỏi khó chả ai biết đường trả lời. Ngày ấy đã qua rồi. Gã khổng lồ công nghệ Mỹ nhận được hơn 1 triệu đơn xin việc mỗi năm, nhưng cuối cùng chỉ có vài ngàn người may mắn được chọn. Hiện tại họ có khoảng 114.000 nhân viên trên toàn cầu. Thật ra chúng tôi đánh giá ứng viên có phù hợp với công việc chúng tôi đang cần không. Chúng tôi nhìn vào năng lực giải quyết vấn đề của bạn.",Công nghệ
"Facebook, Instagram và WhatsApp rớt trên toàn cầu TTO - Các ứng dụng nhắn tin và mạng xã hội hàng đầu thế giới như Facebook, WhatsApp và Instagram đồng loạt không thể truy cập trên toàn cầu vào chiều 14-4. Theo thông tin từ báo chí quốc tế khoảng 8h30 phút tối 14-4, cả Facebook, Instagram lẫn WhatsApp đều đã hồi phục trở lại sau hơn 2 tiếng trục trặc.",Công nghệ
"HLV tuyển Indonesia nổi giận vì ngôi sao gốc Anh không lên tuyển TTO - Theo thông tin từ Liên đoàn Bóng đá Indonesia (PSSI), HLV đội tuyển quốc gia Shin Tae Yong đã rất tức giận khi Elkan Baggott, cầu thủ đang chơi bóng ở Anh, không lên tuyển. Những ngày qua, bóng đá Indonesia ""nóng"" vì câu chuyện của trung vệ Baggott. Hiện đang khoác áo CLB Ipswich ở Giải hạng hai Anh, cầu thủ trẻ 18 tuổi này sẽ gặp khó khăn nếu tập trung lên tuyển. Lý do bởi UAE, nơi diễn ra các trận còn lại của bảng G vòng loại World Cup 2022 khu vực châu Á, nằm trong ""danh sách đỏ"" về dịch COVID-19 của nước Anh. Điều đó khiến anh sẽ phải cách ly khi về nước và ảnh hưởng đến việc tập luyện, thi đấu. Do đó, Baggott thông báo với PSSI rằng anh sẽ ở lại CLB. Chủ tịch PSSI Iwan Bule cho biết: ""Chúng tôi đã khá gay gắt với Elkan. Chúng tôi liên lạc, nhưng cậu ta không hồi đáp. Chúng tôi thậm chí đã gửi vé đi Dubai cho cậu ta. Tôi hỏi cậu ấy có muốn khoác áo Indonesia không. Cậu ấy nói là muốn nhưng CLB không cho phép vì Dubai (UAE) nằm trong danh sách đỏ"".",Công nghệ
"NovaGroup cùng Viettel hợp tác chiến lược trong chuyển đổi số Ngày 15-4-2021, Tập đoàn Công nghệ - Viễn thông Quân đội Viettel và NovaGroup ký kết hợp tác chiến lược trong nhiều lĩnh vực. Trong đó, chuyển đổi số là một trong những nội dung trọng điểm. Theo thỏa thuận hai bên sẽ ưu tiên sử dụng hai giải pháp chính gồm: ""Ứng dụng các dịch vụ viễn thông và giải pháp Công nghệ thông tin"" và ""Nhóm giải pháp cho khu đô thị thông minh"". Cụ thể NovaGroup và các đơn vị thành viên ưu tiên lựa chọn sử dụng các giải pháp do Viettel phát triển như: Dịch vụ hạ tầng viễn thông, An toàn thông tin, Hệ thống giám sát an ninh và cảnh báo; Các giải pháp về Hỗ trợ quản lý doanh nghiệp, Chăm sóc khách hàng đa kênh, Quản lý thương hiệu, Thanh toán trực tuyến…",Công nghệ
"Săn hàng  tiêu dùng giảm giá Dịch bệnh kéo dài khiến thu nhập của người dân bị ảnh hưởng, nhiều bà nội trợ buộc phải cân đo đong đếm hơn trong chi tiêu bởi kinh tế sụt giảm. Trả lời cuộc khảo sát này, bà Nguyễn Minh Hằng (40 tuổi, ngụ Q.Bình Thạnh) cho biết bà đã để ý hơn đến các sản phẩm giảm giá, khuyến mãi sâu trong các cuốn cẩm nang của siêu thị. Trưa 23-3, bà Hằng đến quầy dịch vụ cầm cuốn cẩm nang và đi mua sắm theo các sản phẩm giảm giá trong đó để tiết kiệm hơn. Dù gần nhà cũng có các tiệm tạp hóa nhỏ, song bà Hằng vẫn giữ thói quen đến siêu thị mua sắm bởi vẫn có mặt lợi là sản phẩm uy tín và được tích điểm. Sở hữu tấm thẻ thành viên hạng vàng nên cứ mỗi lần sinh nhật, tết, bà đều được siêu thị tặng quà.",Công nghệ
"Thú vị tính năng mới của Google Earth từ 24 triệu ảnh vệ tinh TTO - Tính năng mới nhất của Google Earth được tạo ra từ 24 triệu ảnh vệ tinh được chụp từ năm 1984 tới 2020. Tính năng này cho phép người dùng quan sát sự thay đổi của một vùng đất nào đó trên Trái đất qua gần 4 thập niên. gười dùng có thể gõ ở thanh tìm kiếm bất kỳ địa điểm nào trên Trái đất và được dẫn tới nơi đó để quan sát sự thay đổi theo thời gian. Chẳng hạn, theo Đài CNN, có thể thấy được mũi đất Code (bang Massachusetts, Mỹ) dần di chuyển về phía nam, sự mở rộng nông nghiệp giữa sa mạc ở Al Jowf (Saudi Arabia), sự phát triển bãi biển Songdo - một bãi biển nhân tạo ở Busan (Hàn Quốc). Theo Google, tính năng Timelapse được tạo ra từ 24 triệu ảnh vệ tinh được chụp mỗi năm từ năm 1984 tới 2020. Cơ quan Hàng không và vũ trụ Mỹ (NASA), Cục Khảo sát địa chất Mỹ (USGS) và Liên minh châu Âu (EU) đã cung cấp những ảnh chụp này.",Công nghệ
Thuê máy bay làm đám cưới trên không để né quy định chống dịch TTO - Một cặp đôi người Ấn Độ né quy định chống dịch COVID-19 bằng cách thuê luôn một chiếc máy bay để tổ chức đám cưới trên không trung với sự chứng kiến của hơn 160 khách. Chính quyền đã cho điều tra vụ việc và đình chỉ phi hành đoàn.,Công nghệ
"Mạng xã hội Ấn Độ tràn ngập lời kêu cứu TTO - Các mạng xã hội trở thành nền tảng hi vọng cho hàng triệu người Ấn Độ trong đại dịch COVID-19, là nơi họ kêu gọi sự giúp đỡ và đưa ra đề nghị hỗ trợ những người đang khó khăn. Mạng xã hội đầy những lời kêu cứu nhưng cũng có không ít những lời đề nghị giúp đỡ từ nhiều người đang cảm thấy khỏe mạnh. Có người đề nghị nấu ăn, người khác thì nhận dọn dẹp nhà cửa, thậm chí có người nhận giúp đỡ bệnh nhân COVID-19 bằng cách dắt thú cưng của họ đi dạo.",Công nghệ
"Ông Lê Hồng Việt: ‘FPT tham vọng đưa AI Việt Nam lên hàng đầu thế giới’ Giám đốc Công nghệ FPT Lê Hồng Việt cho biết muốn đem trí tuệ nhân tạo (AI) đến từng ngóc ngách của cuộc sống thông qua đào tạo, nghiên cứu và phát triển sản phẩm, góp phần tăng cường năng lực AI Việt Nam. Ngày 12-6, FPT ký thỏa thuận với Viện công nghệ trí tuệ nhân tạo (AI) hàng đầu thế giới Mila. Đây là một trong những sự kiện gây chú ý nhất làng công nghệ Việt Nam trong thời kỳ ""bình thường mới"". Bình Định thực tế đã có định hướng phát triển trở thành một trung tâm công nghệ từ lâu. Trung tâm AI tại Bình Định nhằm mục đích biến nơi đây trở thành ""hạt nhân AI"" của Việt Nam. Năm 2019, tập đoàn đã khởi công xây dựng phân hiệu Đại học FPT tại Quy Nhơn, tập trung đào tạo chuyên sâu về AI. Trường dự kiến sẽ đi vào hoạt động ngay trong năm tới, cung cấp hàng ngàn kỹ sư CNTT có đầy đủ năng lực cho thị trường. Bằng chứng là tập đoàn có hơn 70 khách hàng doanh nghiệp đang sử dụng , chủ yếu tập trung vào lĩnh vực tài chính ngân hàng, bán lẻ, bảo hiểm, qua đó đang mang lại lợi ích trực tiếp cho khoảng 11,5 triệu người.",Công nghệ
"Dù ăn hàng quán hay cơm nhà, chấm riêng vẫn hơn Nếu đặt cơm hàng quán và cơm nhà lên bàn cân, hẳn nhiên nhiều người sẽ lựa chọn cảm giác an tâm, sạch sẽ và đủ dinh dưỡng mà cơm nhà mang lại. Thế nhưng nhận định này chỉ đúng một phần mà thôi, thực tế trên bữa cơm nhà của người Việt vẫn còn giữ một số thói quen đáng ""mất điểm"". Trong đó có "" thói quen"" dùng chung chén chấm. Chị Linh Ngân (Quận Phú Nhuận, TP.HCM) chia sẻ: ""Dường như tôi chưa từng phải chấm chung với ai khi đi ăn ở ngoài hàng quán. Vì vừa ngồi xuống là phục vụ đã đem chén ăn, dĩa và chén chấm riêng ra cho mình. Ăn ở ngoài an tâm nhất là khoản này vì chấm chung với gia đình tôi có thể chấp nhận, nhưng với người không quá thân thiết thì hơi sợ."" Ths_BS Lý Kiều Diễm cũng cho biết thêm, không chỉ Covid-19 mà còn có virus cảm cúm thông thường, quai bị… vi khuẩn HP gây ung thư dạ dày có thể tấn công bạn từ chén chấm chung. Nguy hiểm ở chỗ cả người bệnh và người bị lây bệnh không biết mà cứ vô tư theo thói quen chấm chung này. Nếu chẳng may cả gia đình đều bị lây bệnh theo cơ chế này thì thật không đáng chút nào vì đây là việc mà chúng ta hoàn toàn có thể phòng chống được. Chỉ cần dùng riêng chén chấm cho mỗi người. Có thể mất thời gian để dọn rửa, nhưng chúng ta trả về cho cơm nhà ý nghĩa an tâm trọn vẹn nhất.",Công nghệ
"Trung tâm Đăng kiểm xe cơ giới Thái Bình bị 'tố' gọi dân xã hội đến đánh chủ xe TTO - Trên mạng xã hội đang lan truyền đoạn video ghi lại hình ảnh được cho tại Trung tâm Đăng kiểm xe cơ giới 17.01D, Công ty CP Đăng kiểm xe cơ giới Thái Bình, cùng lời 'tố' trung tâm này hạch sách, nhũng nhiễu chủ xe đến đăng kiểm. Hình ảnh trong video cho thấy một người đàn ông được cho chủ xe mang xe đầu kéo mới mua đi đăng kiểm nhưng xảy ra mâu thuẫn với cán bộ trung tâm. Sau đó xuất hiện nhóm người ""xăm trổ"" đến lời qua tiếng lại, rồi cầm thanh sắt tại đó định hành hung chủ xe. Sau đó tôi bị một nhóm người đến đòi đuổi ra ngoài và đe dọa hành hung ngay tại trung tâm"" - anh Nhật cho hay.",Công nghệ
"Ngân sách tăng thu 5 tháng đầu năm 2021 bất chấp dịch TTO - Thông tin chiều 31-5 của Tổng cục Thuế cho biết số thu ngân sách 5 tháng đầu năm tăng vượt mức cùng kỳ năm ngoái nhờ các ngành ngân hàng, chứng khoán, bất động sản, sản xuất, lắp ráp ôtô... Dù dịch COVID-19 ảnh hưởng tiêu cực đến hoạt động sản xuất kinh doanh cũng như đời sống của người dân, nhưng số thu ngân sách vẫn tăng. Dù trong tháng 5 để hỗ trợ doanh nghiệp, cá nhân và hộ kinh doanh, số tiền thuế và tiền thuê đất được gia hạn ước 10.500 tỉ đồng, gồm thuế giá trị gia tăng khoảng 6.400 tỉ đồng; tiền thuê đất khoảng 4.100 tỉ đồng. heo Trung tâm Lưu ký chứng khoán Việt Nam, trong 4 tháng đầu năm, lượng tài khoản mở mới của nhà đầu tư đạt gần 370.000, tăng hơn 90% so với cả năm ngoái. Số lượng tài khoản nhà đầu tư cá nhân là 3,12 triệu, tài khoản tổ chức là 15.800 tài khoản. Tổng số tài khoản trên thị trường cuối tháng 4 tăng hơn 13%, đạt 3,14 triệu tài khoản. G iá trị giao dịch bình quân mỗi ngày trong tháng 4 và 5 đạt khoảng 22.000 tỉ đồng/ngày, đóng góp rất lớn tiền thuế, phí cho ngân sách nhà nước. Dưới góc độ vốn cho thị trường chứng khoán, theo Ngân hàng Nhà nước, tiền ngân hàng chảy vào chứng khoán tăng trở lại kể từ tháng 3 vừa qua. Dư nợ tín dụng cho lĩnh vực này chiếm 0,6% tổng dư nợ cho vay toàn nền kinh tế, với  khoảng 450.000 tỉ đồng.",Công nghệ
"Mỹ 'dụ' Ấn Độ mua tên lửa Mỹ thay thế tên lửa Nga TTO - Báo Hindustan Times của Ấn Độ tiết lộ Mỹ đã chào bán hệ thống THAAD và Patriot cho Ấn Độ để thay thế ""rồng lửa"" S-400 của Nga. New Delhi sẽ phải cân nhắc nếu không muốn đối mặt với lệnh trừng phạt của Mỹ. Tuy nhiên, quy chế miễn trừ này đã hết hạn vào đầu tháng 5 năm nay.",Công nghệ
"Tàu sân bay Mỹ vắng bóng tại châu Á TTO - Hải quân Mỹ sẽ đối mặt với sự thiếu hụt lực lượng lớn trong vài tháng tới, khi tàu sân bay USS Ronald Reagan được điều động tham gia hỗ trợ quá trình Mỹ rút quân khỏi Afghanistan.",Công nghệ
"Hạ viện Mỹ quyết định điều tra vụ bạo loạn Đồi Capitol TTO - Bất chấp sự phản đối của nhiều thành viên Đảng Cộng hòa, Hạ viện Mỹ đã thông qua dự luật quyết định thành lập ủy ban độc lập điều tra vụ bạo loạn chết người ngày 6-1 tại Đồi Capitol. với tỉ lệ 252 phiếu thuận và 175 phiếu chống, nhằm thành lập một ủy ban lưỡng đảng gồm 10 người để điều tra vụ tấn công của những người ủng hộ cựu tổng thống Donald Trump vào tòa nhà Quốc hội Mỹ.",Công nghệ
"Ông Trump kêu gọi đảng viên Cộng hòa không bỏ phiếu cho thống đốc Arizona TTO - Cựu tổng thống Mỹ Donald Trump công kích tổng công tố Mark Brnovich của bang Arizona, nói rằng đảng viên Cộng hòa sẽ không bầu cho ông Brnovich nếu ông không đề cập đến các gian lận bầu cử năm ngoái. Trong tuyên bố đề cập trực tiếp đến bang Arizona, ông Trump tiếp tục lặp lại cáo buộc gian lận bầu cử tổng thống Mỹ.",Công nghệ
